Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco Bandai Games,0,0,0.04,0,,,,,
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0.02,0.01,0,0,,,,,
Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0,0,0,72,27,8,25,T
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0,0.03,0,0.01,73,16,8.5,14,T
Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0,0,,,,,
Denki Blocks!,GBA,2001,Puzzle,Rage Software,0.03,0.01,0,0,,,,,
Off-Road Drive,PC,2011,Racing,1C Company,0,0.03,0,0,60,10,6.4,17,
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,,,,,
A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0,0,0.04,0,,,,,
Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0,0,0.04,0,,,,,
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0,0,0.04,0,,,,,
Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0,0,,,,,
Colin McRae Rally 3,X,2002,Racing,Codemasters,0.03,0.01,0,0,86,25,7.4,14,E
TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0,0,42,10,1.8,6,E10+
City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0,0,0,,,,,E
Sega Rally 2006,PS2,2006,Racing,Sega,0,0,0.04,0,,,,,
Gundam Battle Online,DC,2001,Action,Namco Bandai Games,0,0,0.04,0,,,,,
LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,72,8,7.1,33,E10+
NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.03,0,0,0,,,,,
Shonen Jumps One Piece: Grand Adventure,GC,2006,Fighting,Namco Bandai Games,0.03,0.01,0,0,,,,,
Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0.04,0,0,0,,,,,
Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0,0,0.04,0,,,,,
Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,0.03,0,0,0,,,,,
Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0,0,51,16,7.4,16,T
Glacier2,Wii,2009,Racing,Zoo Games,0.04,0,0,0,,,,,
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,72,21,7.7,16,T
Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0.04,0,0,0,,,,,
Memories Off 6: T-Wave,PS2,2008,Adventure,5p,0,0,0.04,0,,,,,
Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,Tecmo Koei,0,0,0.04,0,,,,,
Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0,0,0.04,0,,,,,
Pro Race Driver,X,2003,Racing,Codemasters,0.03,0.01,0,0,80,17,8,5,T
Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0,0,0.04,0,,,,,
The Movies,PC,2005,Simulation,Activision,0.01,0.03,0,0.01,84,62,8.3,132,T
Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0,0,0,,,,,E
R-Type Command (correct US sales),PSP,2007,Strategy,Rising Star Games,0.04,0,0,0,,,,,
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,Puzzle,Namco Bandai Games,0,0,0.04,0,,,,,
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,0.02,0.01,0,0,,,,,
Train Simulator 2016,PC,2015,Simulation,Unknown,0,0.04,0,0,,,3.8,9,E
Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,,,,,E
Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0,0,41,6,,,M
Dynasty Warriors Vol. 2 (JP sales),PSP,2006,Action,Tecmo Koei,0,0,0.04,0,,,,,
Crypt Killer,PS,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,,,,,
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0,81,35,8.9,219,E10+
Tokumei Sentai Go-Busters,DS,2012,Action,Namco Bandai Games,0,0,0.04,0,,,,,
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,Enix Corporation,0,0,0.04,0,,,,,
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,0,74,36,6.6,5,E
FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0,0,0,71,7,7.2,6,E
Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,0.01,0.03,0,0,,,,,
POed,PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0,0,,,,,
Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0,0,,,,,
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.03,0,0,0,,,,,
Need for Speed (2015),PC,2016,Racing,Electronic Arts,0,0.04,0,0,,,,,
Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.02,0.01,0,0,,,,,
Lost Planet 3,PC,2013,Shooter,Capcom,0,0.04,0,0,61,17,6.2,210,T
Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0,0,,,,,
Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0.03,0.01,0,0,75,7,8.5,11,E10+
Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,SNK,0,0,0.04,0,,,,,
Im A Celebrity: Get Me Out of Here!,DS,2009,Misc,Mindscape,0,0.04,0,0,,,,,
The Ripping Friends,GBA,2002,Action,THQ,0.03,0.01,0,0,38,12,,,E
Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0.02,0.01,0,0,,,,,
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0,0,58,16,7.6,503,M
Hunter x Hunter: Wonder Adventure,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,,,,,
Game of Thrones (Telltale),XOne,2015,Adventure,Telltale Games,0.03,0,0,0,,,,,
Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,0.04,0,0,,,,,E
Super Army War,GBA,2005,Action,Flashpoint Games,0.03,0.01,0,0,58,8,,,T
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,,,,,
Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0,0,60,22,8.9,9,T
Minna no Chizu,PSP,2006,Misc,Zenrin,0,0,0.04,0,,,,,
Doom II: Hell on Earth,GBA,2002,Shooter,Activision,0.03,0.01,0,0,,,,,
Taikou Risshiden V,PSP,2009,Strategy,Tecmo Koei,0,0,0.04,0,,,,,
Jikkyou Powerful Major League,GC,2006,Sports,Konami Digital Entertainment,0,0,0.04,0,,,,,
Suzumiya Haruhi no Tsuisou,PSP,2011,Adventure,Namco Bandai Games,0,0,0.04,0,,,,,
Evolution Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0,0,44,5,,,T
Greg Hastings Tournament Paintball Maxd,DS,2006,Shooter,Activision,0.03,0,0,0,39,4,7.4,10,E10+
Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.02,0.02,0,0,83,40,7.4,397,M
Sleepover Party,Wii,2009,Misc,Ubisoft,0.03,0,0,0,,,,,
Jikkyou World Soccer 2002,PS2,2002,Sports,Konami Digital Entertainment,0,0,0.04,0,,,,,
Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0,0,0.04,0,,,,,
Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,0.03,0,0,0.01,,,,,
Assassins Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,69,44,6.4,84,T
Ski-Doo Snowmobile Challenge,X360,2009,Racing,Valcon Games,0.03,0,0,0,,,,,E
Little Red Riding Hoods Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0,0,0,68,15,7.3,8,T
Aquanauts Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0,0,0.04,0,,,,,
Winning Post 8 ,PSV,2014,Racing,Tecmo Koei,0,0,0.04,0,,,,,
Texas Hold Em Poker DS,DS,2005,Misc,Majesco Entertainment,0.03,0,0,0,,,,,E
Big Mutha Truckers,GBA,2005,Racing,Zoo Digital Publishing,0.03,0.01,0,0,,,,,
Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0,0.03,0,0,,,,,
Magical Starsign (JP sales),DS,2006,Role-Playing,Nintendo,0,0,0.04,0,,,,,
DT Carnage,PSP,2009,Racing,Agetec,0.03,0,0,0,,,,,E10+
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0,0,0.04,0,,,,,
Super Hero Generation,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.04,0,,,,,
Caesar IV,PC,2006,Strategy,Vivendi Games,0,0.03,0,0.01,74,32,7.6,43,E10+
Rugby 08,PS2,2007,Sports,Electronic Arts,0.02,0.01,0,0,74,21,7.4,25,E
Pia Carrot e Youkoso!! 2.5,DC,2008,Adventure,NEC Interchannel,0,0,0.04,0,,,,,
GoPets: Vacation Island,DS,2008,Simulation,Konami Digital Entertainment,0.03,0,0,0,,,,,E
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0,0.03,0,0,63,11,7.1,35,E10+
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,71,37,6.3,27,E
Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0,0,53,28,8.8,4,M
APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0,56,12,5.7,269,M
The Sum of All Fears,GBA,2002,Shooter,Ubisoft,0.03,0.01,0,0,69,8,,,T
Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,,,,,
Casino Chaos With Las Vegas Players Collection,PC,2011,Misc,THQ,0.03,0,0,0,,,,,T
Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.03,0,0,0,52,7,5.8,5,E10+
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0,0,0.04,0,,,,,
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0,0,0,50,12,4.4,5,E
Minority Report: Everybody Runs,GBA,2002,Action,Activision,0.03,0.01,0,0,54,8,,,T
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,Kadokawa Games,0,0,0.04,0,,,,,
Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0,0,0.04,0,,,,,
C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0,0,0,44,16,6.9,19,M
Garfield: The Search for Pooky,GBA,2003,Platform,Game Factory,0.03,0.01,0,0,,,,,
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.03,0,0,0.01,81,11,8.5,23,M
Galaxy Fight,SAT,1994,Fighting,Sunsoft,0,0,0.04,0,,,,,
Chaos Wars,PS2,2006,Strategy,Idea Factory,0,0,0.04,0,64,9,6.9,9,T
Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0,0,74,35,8.2,17,T
Summer Challenge: Athletics Tournament,PS3,2011,Sports,PQube,0,0.03,0,0.01,,,,,
Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,Idea Factory,0,0,0.04,0,,,,,
Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,0.02,0.01,0,0,,,,,
Norn9: Norn + Nonette,PSP,2013,Adventure,Idea Factory,0,0,0.04,0,,,,,
Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0,0,73,18,7.5,57,M
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,D3Publisher,0,0,0.04,0,,,,,
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0,0.03,0,0,,,,,E10+
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.03,0,0.01,88,31,8.4,131,E10+
Gumby vs. the Astrobots,GBA,2005,Action,Namco Bandai Games,0.03,0.01,0,0,63,4,,,E
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0,0.03,0,0,67,19,7.2,50,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,D3Publisher,0,0,0.04,0,,,,,
Scaler,GC,2004,Platform,Take-Two Interactive,0.03,0.01,0,0,69,11,7.3,8,E
Chaos;Head Noah,X360,2009,Adventure,5p,0,0,0.04,0,,,,,
Fast & Furious: Showdown,X360,2013,Action,Activision,0,0.03,0,0,,,,,
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0,0,0.04,0,,,,,
Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0,0,0.04,0,68,13,6.3,15,T
Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,0,0,0.04,0,,,,,
Logic Machines,DS,2009,Puzzle,City Interactive,0.03,0,0,0,,,,,
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0,0,68,22,8.3,4,T
OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0.01,0,0,82,31,8.1,14,E
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.04,0,,,,,
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0,0.03,0,0,64,6,4.8,5,
The Golf Clu,XOne,2014,Sports,Unknown,0.03,0,0,0,64,15,5.4,60,E
Rhapsody: A Musical Adventure,PS,1998,Role-Playing,Nippon Ichi Software,0.02,0.01,0,0,,,,,
Fading Shadows,PSP,2008,Puzzle,Ivolgamus,0.03,0,0,0,62,13,,,E
The Croods: Prehistoric Party!,3DS,2013,Misc,D3Publisher,0.01,0.02,0,0,,,,,
Richard Burns Rally,PC,2004,Racing,SCi,0,0.03,0,0.01,,,,,
Music Maker: Rockstar,PS2,2009,Misc,Magix,0.02,0.01,0,0,,,,,
Without Warning,PS2,2005,Shooter,Capcom,0.02,0.01,0,0,45,25,6.5,8,M
Formula 1 06,PS2,2006,Racing,Sony Computer Entertainment,0,0,0.04,0,,,,,
Smashing Drive,X,2002,Racing,Namco Bandai Games,0.03,0.01,0,0,42,9,,,T
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008,Misc,GungHo,0,0,0.04,0,,,,,
Fighting Vipers 2,DC,2000,Fighting,Sega,0,0,0.04,0,,,,,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,X,2005,Action,Konami Digital Entertainment,0.03,0.01,0,0,56,13,,,E10+
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0,0.03,0,0.01,62,33,6.6,38,M
Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.03,0,0,0,37,14,4.6,7,E10+
Saints Row 2,PC,2009,Action,THQ,0,0.03,0,0.01,72,24,6.8,381,M
Beatdown: Fists of Vengeance,X,2005,Action,Capcom,0.03,0.01,0,0,,,,,
Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0,0,0.04,0,,,,,
Trine 2,PC,2011,Platform,Focus Home Interactive,0,0.03,0,0.01,84,55,8.4,670,E10+
Monster Force,GBA,2002,Shooter,Universal Interactive,0.03,0.01,0,0,65,9,,,E
Sid Meiers Railroads!,PC,2006,Simulation,Take-Two Interactive,0.01,0.03,0,0,,,,,
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0,0,0.04,0,,,,,
Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0,0,0,89,53,8.4,455,T
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,,,,,
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0,0,0.04,0,79,10,7.5,4,T
Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0.04,0,,,,,
San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,0,0,0.04,0,,,,,
Hakuouki: Zuisouroku,PS2,2009,Adventure,Idea Factory,0,0,0.04,0,,,,,
World Championship Pool 2004,X,2003,Sports,Jaleco,0.03,0.01,0,0,67,11,,,E
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0,0,0.04,0,,,,,
Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.04,0,,,,,
SD Gundam Force: Showdown!,PS2,2004,Shooter,Namco Bandai Games,0.02,0.01,0,0,,,,,
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0,0,0.04,0,,,,,
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0,0,0,67,30,8.2,29,E10+
Real Soccer 2008,DS,2007,Sports,Ubisoft,0.03,0,0,0,,,,,E
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,,,,,
Flow: Urban Dance Uprising,PS2,2005,Misc,Ubisoft,0.02,0.01,0,0,65,10,,,T
Ailu de Puzzle,PSP,2012,Action,Capcom,0,0,0.04,0,,,,,
True Pinball,PS,1996,Misc,Ocean,0.02,0.01,0,0,,,,,
Stadium Games,GBA,2003,Sports,Ignition Entertainment,0.03,0.01,0,0,,,,,
J-League Pro Striker 2,GEN,1994,Sports,Sega,0,0,0.04,0,,,,,
RLH: Run Like Hell,X,2003,Shooter,Avalon Interactive,0.03,0.01,0,0,55,22,8,5,M
Power Play Pool,DS,2006,Sports,System 3 Arcade Software,0.03,0,0,0,,,,,E
Obscure,X,2004,Adventure,MC2 Entertainment,0.03,0.01,0,0,66,29,8.4,9,M
Mahjong Taikai,DS,2004,Misc,Tecmo Koei,0,0,0.04,0,,,,,
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Strategy,Banpresto,0,0,0.04,0,,,,,
Diabolik Lovers: Dark Fate,PSV,2015,Action,Idea Factory,0,0,0.04,0,,,,,
Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0,0,0.04,0,,,,,
Janes Hotel,DS,2010,Simulation,Unknown,0.03,0,0,0,,,,,E
Espgaluda II Black Label,X360,2010,Shooter,Cave,0,0,0.04,0,,,,,
Hot Potato!,GBA,2001,Action,BAM! Entertainment,0.03,0.01,0,0,,,,,
World of Goo,PC,2008,Puzzle,2D Boy,0,0.03,0,0.01,90,26,8.5,610,E
Kiniro no Corda 2 f,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.04,0,,,,,
World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft,0,0.03,0,0.01,,,,,T
Deception III: Dark Delusion,PS,1999,Role-Playing,Tecmo Koei,0.02,0.01,0,0,,,,,
Ultimate Game Room,DS,2009,Misc,Majesco Entertainment,0.03,0,0,0,,,,,E
Dragons Dogma Online,PS3,2015,Role-Playing,Capcom,0,0,0.04,0,,,,,
Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0,0.03,0,0,64,14,7.1,18,T
Half-Minute Hero 2,PSP,2014,Role-Playing,Rising Star Games,0,0,0.04,0,,,,,
Cook Wars,Wii,2009,Misc,Ubisoft,0.03,0,0,0,,,,,E
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,66,25,7.3,7,T
Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,0,0.03,0,0,80,19,7.7,57,E
Kuroshitsuji: Phantom & Ghost,DS,2009,Action,Square Enix,0,0,0.04,0,,,,,
Zoo Hospital,DS,2007,Simulation,Eidos Interactive,0.03,0,0,0,53,6,,,E
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,ChunSoft,0,0,0.04,0,,,,,
Sudoku Ball Detective,Wii,2009,Puzzle,Playlogic Game Factory,0.02,0.01,0,0,,,,,E10+
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,0,0,0.04,0,,,,,
The Ant Bully,GBA,2006,Platform,Midway Games,0.03,0.01,0,0,,,,,E
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,0.03,0,0.01,75,47,7.7,482,M
Sega Arcade Gallery,GBA,2003,Misc,THQ,0.03,0.01,0,0,70,12,,,E
100 Classic Games,DS,2011,Misc,Rondomedia,0,0.03,0,0,,,,,
"My World, My Way (US sales)",DS,2008,Role-Playing,Global A Entertainment,0.04,0,0,0,,,,,
Tao Adventure: Curse Demon,DS,2005,Role-Playing,Konami Digital Entertainment,0.03,0,0,0,,,,,
MLB 15: The Show,PSV,2015,Sports,Sony Computer Entertainment,0.03,0,0,0.01,,,8.8,5,E
Black Stone: Magic & Steel,X,2003,Role-Playing,THQ,0.03,0.01,0,0,,,,,
NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,THQ,0.02,0.01,0,0,,,,,
Sins of a Solar Empire: Trinity,PC,2010,Strategy,Kalypso Media,0,0.03,0,0.01,,,7.9,19,T
Bratz Kidz,DS,2008,Misc,Game Factory,0.03,0,0,0,,,,,E
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.03,0,0,0,73,11,6.6,17,E10+
Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,Adventure,Tecmo Koei,0,0,0.04,0,,,,,
Painkiller: Hell Wars,X,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0,0,68,33,7.4,16,M
Housekeeping,DS,N/A,Action,Unknown,0,0,0.04,0,,,,,
FunkMaster Flexs Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,0.02,0.01,0,0,71,6,8.9,10,E
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007,Racing,Zoo Digital Publishing,0.03,0,0,0,,,,,
Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0,46,5,,,E10+
Castlevania Bloodlines,GEN,1994,Platform,Konami Digital Entertainment,0,0,0.04,0,,,,,
Sangoku Koi Senki: Otome no Heihou!,PSP,2012,Adventure,Prototype,0,0,0.04,0,,,,,
Hakuouki: Zuisouroku DS,DS,2011,Adventure,Idea Factory,0,0,0.04,0,,,,,
World in Conflict,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,89,44,8.1,303,T
Detective Conan: Prelude from the Past,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,,,,,
Luminous Arc 3,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,,,,,
Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,0.03,0,0,0,,,,,E
XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,0.02,0,0.01,0.01,,,7.1,14,M
FabStyle,3DS,2011,Strategy,Tecmo Koei,0,0,0.03,0,,,,,
Major League Baseball 2K8,PSP,2008,Sports,Take-Two Interactive,0.03,0,0,0,63,5,,,E
Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.03,0,,,,,
Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,Kando Games,0.02,0.01,0,0,53,5,,,E10+
Astrology DS,DS,2009,Misc,Deep Silver,0.03,0,0,0,,,,,
Zenkoku Dekotora Matsuri,Wii,2008,Racing,Jaleco,0,0,0.03,0,,,,,
Ukiyo no Shishi,PS3,2015,Action,Namco Bandai Games,0,0,0.03,0,,,,,
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0,0,0.03,0,,,,,
Alienators: Evolution Continues,GBA,2001,Action,Activision,0.03,0.01,0,0,54,4,,,E
Onechanbara Z Kagura,PS3,2013,Action,D3Publisher,0,0,0.03,0,,,,,
Pirates: Duels on the High Seas,DS,2008,Action,Oxygen Interactive,0.03,0,0,0,50,15,,,E
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,Unknown,0,0,0.03,0,,,,,
Terraria,WiiU,2016,Action,505 Games,0,0.03,0.01,0,,,6.9,7,T
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,53,9,5.1,22,E
Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0,0.03,0,0.01,83,26,8,244,T
MX World Tour Featuring Jamie Little,X,2005,Racing,Crave Entertainment,0.03,0.01,0,0,51,5,,,E
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.03,0,0,0.01,67,8,,,E10+
The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0,0.03,0,0,75,45,7.5,82,
Airship Q,PSV,2015,Platform,Cygames,0,0,0.03,0,,,,,
Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0,0.03,0,0,73,70,7.5,586,T
Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0,0,0,,,,,T
Puyo Pop Fever(us sales),DS,2004,Puzzle,Ignition Entertainment,0.03,0,0,0,,,,,
Kenka Bancho Otome,PSV,2016,Action,Screenlife,0,0,0.03,0,,,,,
The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0,,,,,
RedCard 20-03,X,2002,Sports,Midway Games,0.03,0.01,0,0,67,8,9,4,E
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.03,0,,,,,
Deal or No Deal: Special Edition,DS,2010,Misc,Zoo Games,0.03,0,0,0,,,,,E
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0,0,0.03,0,,,,,
YoKai Watch Dance: Just Dance Special Version,WiiU,2015,Misc,Level 5,0,0,0.03,0,,,,,
Asterix & Obelix: Kick Buttix,PS2,2004,Action,Atari,0.02,0.01,0,0,,,,,
Puyo Puyo 7,PSP,2009,Puzzle,Sega,0,0,0.03,0,,,,,
Burnout Paradise: The Ultimate Box,X360,2009,Racing,Electronic Arts,0,0.03,0,0,,,,,
Radiant Silvergun,SAT,1998,Shooter,ESP,0,0,0.03,0,,,,,
Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,0,0,0,63,14,6,7,T
Care Bears - Care Quest,GBA,2005,Action,Game Factory,0.02,0.01,0,0,,,,,
Gothic Universe,PC,2007,Role-Playing,JoWood Productions,0,0.03,0,0.01,,,7.9,10,M
Challenge Me: Word Puzzles,DS,2011,Puzzle,O-Games,0.03,0,0,0,,,,,E10+
A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0,0.03,0,0.01,53,40,4,110,
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Action,Namco Bandai Games,0,0,0.03,0,,,,,
