,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Global_Sales
7080,Forever Kingdom,PS2,2001.0,Role-Playing,From Software,0.02,0.02,0.04,0.01,64.0,13.0,7.8,6.0,T,0.09
7081,Blitz: Overtime,PSP,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,,,7.5,4.0,M,0.09999999999999999
7082,Young Justice: Legacy,PS3,2013.0,Action,Namco Bandai Games,0.06,0.01,0.0,0.02,,,4.9,15.0,T,0.09
7083,Altered Beast: Guardian of the Realms,GBA,2002.0,Action,THQ,0.07,0.02,0.0,0.0,63.0,13.0,4.8,4.0,T,0.09000000000000001
7084,Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,72.0,32.0,5.5,217.0,M,0.09
7085,Medal of Honor: Vanguard,Wii,2007.0,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,56.0,29.0,7.0,24.0,T,0.09999999999999999
7086,Family Party: 30 Great Games,Wii,2008.0,Misc,D3Publisher,0.08,0.01,0.0,0.01,42.0,10.0,1.0,7.0,E10+,0.09999999999999999
7087,Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,Evolved Games,0.08,0.01,0.0,0.01,38.0,22.0,3.5,37.0,T,0.09999999999999999
7088,The Legend of Heroes: A Tear of Vermillion,PSP,2005.0,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,68.0,24.0,7.7,26.0,T,0.09
7089,Populous DS,DS,2008.0,Strategy,Rising Star Games,0.07,0.0,0.02,0.01,60.0,20.0,,,E10+,0.1
7090,Shining Tears,PS2,2004.0,Role-Playing,Sega,0.05,0.04,0.0,0.01,61.0,14.0,6.5,11.0,T,0.09999999999999999
7091,MotoGP,X,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,84.0,18.0,8.4,16.0,E,0.09000000000000001
7092,Scaler,PS2,2004.0,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,70.0,20.0,8.6,18.0,E,0.09999999999999999
7093,Gradius V,PS2,2004.0,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,82.0,46.0,8.5,13.0,T,0.09999999999999999
7094,Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,Aksys Games,0.06,0.0,0.02,0.01,81.0,19.0,8.4,73.0,M,0.09
7095,MLB SlugFest 20-04,X,2003.0,Sports,Midway Games,0.07,0.02,0.0,0.0,76.0,16.0,,,E,0.09000000000000001
7096,Barbie and the Magic of Pegasus,GBA,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,,,,,E,0.09000000000000001
7097,Big League Sports: Summer,Wii,2009.0,Sports,Activision,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
7098,PAC-MAN and the Ghostly Adventures,3DS,2013.0,Platform,Namco Bandai Games,0.05,0.04,0.0,0.01,,,,,E10+,0.09999999999999999
7099,Wordmaster,DS,2008.0,Strategy,Zoo Digital Publishing,0.09,0.0,0.0,0.01,57.0,5.0,,,E,0.09999999999999999
7100,Arcania: Gothic 4,X360,2010.0,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,64.0,21.0,5.2,52.0,T,0.09999999999999999
7101,Angry Birds: Rio,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.07,0.0,0.02,,,,,E,0.09000000000000001
7102,The Smurfs 2,Wii,2013.0,Platform,Ubisoft,0.0,0.09,0.0,0.01,,,,,E,0.09999999999999999
7103,Psychonauts,PS2,2005.0,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,86.0,33.0,8.7,61.0,T,0.09999999999999999
7104,Championship Foosball,Wii,2008.0,Sports,505 Games,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
7105,Backyard Sports: Sandlot Sluggers,X360,2010.0,Sports,Atari,0.09,0.0,0.0,0.01,,,3.8,4.0,E,0.09999999999999999
7106,Galactic Taz Ball,DS,2010.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
7107,Assassins Creed Chronicles,PS4,2016.0,Action,Ubisoft,0.02,0.05,0.02,0.01,,,6.1,12.0,T,0.1
7108,Freekstyle,GC,2002.0,Racing,Electronic Arts,0.07,0.02,0.0,0.0,78.0,11.0,,,E,0.09000000000000001
7109,Ford Mustang: The Legend Lives,X,2005.0,Racing,Take-Two Interactive,0.07,0.02,0.0,0.0,55.0,13.0,,,E,0.09000000000000001
7110,Rocket League,PC,2016.0,Sports,505 Games,0.02,0.06,0.0,0.01,86.0,20.0,8.2,600.0,E,0.09
7111,Digimon Rumble Arena 2,PS2,2004.0,Fighting,Atari,0.05,0.04,0.0,0.01,63.0,9.0,7.3,23.0,T,0.09999999999999999
7112,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009.0,Misc,Take-Two Interactive,0.05,0.04,0.0,0.01,,,,,E,0.09999999999999999
7113,Wolfenstein: The Old Blood,PC,2015.0,Action,Bethesda Softworks,0.0,0.09,0.0,0.01,76.0,30.0,7.6,343.0,M,0.09999999999999999
7114,Imagine: Reporter,DS,2010.0,Simulation,Ubisoft,0.08,0.01,0.0,0.01,,,,,E,0.09999999999999999
7115,Ribbit King,PS2,2003.0,Sports,Atari,0.05,0.04,0.0,0.01,58.0,10.0,6.5,4.0,E,0.09999999999999999
7116,World Championship Poker 2: Featuring Howard Lederer,X,2005.0,Misc,Crave Entertainment,0.07,0.02,0.0,0.0,71.0,9.0,,,T,0.09000000000000001
7117,Alien Hominid,GC,2004.0,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,78.0,28.0,8.5,15.0,T,0.09000000000000001
7118,Rygar: The Battle of Argus,Wii,2008.0,Action,Rising Star Games,0.09,0.0,0.0,0.01,52.0,29.0,7.0,4.0,T,0.09999999999999999
7119,Snood 2: On Vacation,DS,2005.0,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,46.0,4.0,,,E,0.09999999999999999
7120,Ninja Gaiden Black,X,2005.0,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,94.0,32.0,8.7,121.0,M,0.09000000000000001
7121,Trivial Pursuit unhinged,X,2004.0,Misc,Atari,0.07,0.02,0.0,0.0,58.0,10.0,8.0,4.0,T,0.09000000000000001
7122,NCAA March Madness 08,PS3,2007.0,Sports,Electronic Arts,0.08,0.0,0.0,0.01,67.0,15.0,3.8,4.0,E,0.09
7123,InuYasha: Secret of the Divine Jewel,DS,2007.0,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,46.0,13.0,7.6,17.0,E10+,0.09999999999999999
7124,The Revenge of Shinobi,GBA,2002.0,Platform,Atari,0.07,0.02,0.0,0.0,51.0,11.0,,,E,0.09000000000000001
7125,Bloody Roar 4,PS2,2003.0,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,59.0,25.0,8.6,43.0,M,0.09999999999999999
7126,Lets Ride! Silver Buckle Stables,PS2,2006.0,Sports,THQ,0.05,0.04,0.0,0.01,,,7.8,6.0,E,0.09999999999999999
7127,Atari Classics Evolved,PSP,2007.0,Misc,Atari,0.08,0.0,0.0,0.01,64.0,17.0,6.0,4.0,E,0.09
7128,I-Ninja,GC,2003.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,77.0,18.0,7.6,9.0,T,0.09000000000000001
7129,Tak: The Great Juju Challenge,DS,2005.0,Platform,THQ,0.09,0.0,0.0,0.01,66.0,13.0,,,E,0.09999999999999999
7130,Invizimals: The Alliance,PSV,2013.0,Action,Sony Computer Entertainment,0.0,0.07,0.0,0.02,69.0,16.0,6.8,10.0,E10+,0.09000000000000001
7131,Dance on Broadway,PS3,2011.0,Misc,Ubisoft,0.05,0.03,0.0,0.01,,,,,E10+,0.09
7132,Ultimate Mortal Kombat,DS,2007.0,Fighting,Midway Games,0.07,0.01,0.0,0.01,73.0,26.0,8.6,22.0,M,0.09
7133,Army Corps of Hell,PSV,2011.0,Action,Square Enix,0.04,0.04,0.0,0.02,57.0,43.0,6.6,28.0,M,0.1
7134,Wild ARMs: Alter Code F,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.05,0.04,0.0,0.01,73.0,25.0,8.3,27.0,T,0.09999999999999999
7135,Bomberman Max 2: Blue Advance,GBA,2002.0,Puzzle,Vivendi Games,0.07,0.02,0.0,0.0,75.0,10.0,,,E,0.09000000000000001
7136,Mind Quiz,PSP,2006.0,Action,Ubisoft,0.08,0.01,0.0,0.01,,,,,E,0.09999999999999999
7137,Shrek SuperSlam,X,2005.0,Action,Activision,0.07,0.02,0.0,0.0,71.0,20.0,9.3,4.0,E10+,0.09000000000000001
7138,Alien Monster Bowling League,Wii,2009.0,Sports,Destineer,0.09,0.0,0.0,0.01,,,,,E10+,0.09999999999999999
7139,Total Overdose: A Gunslingers Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,71.0,36.0,9.0,25.0,M,0.09
7140,New Legends,X,2002.0,Action,THQ,0.07,0.02,0.0,0.0,56.0,22.0,,,T,0.09000000000000001
7141,Island Xtreme Stunts,PS2,2002.0,Action,Electronic Arts,0.04,0.03,0.0,0.01,63.0,4.0,,,E,0.08
7142,Agassi Tennis Generation,PS2,2003.0,Sports,DreamCatcher Interactive,0.04,0.03,0.0,0.01,,,6.0,4.0,E,0.08
7143,I Love Puppies,DS,2010.0,Simulation,Destineer,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
7144,Metal Slug X,PS,2001.0,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,85.0,9.0,8.8,33.0,T,0.09
7145,Green Lantern: Rise of the Manhunters,Wii,2011.0,Action,Warner Bros. Interactive Entertainment,0.05,0.03,0.0,0.01,46.0,4.0,,,E10+,0.09
7146,Romance of the Three Kingdoms X,PS2,2005.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,71.0,13.0,8.5,10.0,T,0.08
7147,GripShift,PSP,2005.0,Racing,Ubisoft,0.08,0.0,0.0,0.01,70.0,37.0,8.7,22.0,E,0.09
7148,Jenga World Tour,DS,2007.0,Misc,Atari,0.08,0.0,0.0,0.01,32.0,7.0,,,E,0.09
7149,Alvin and the Chipmunks: Chipwrecked,Wii,2011.0,Misc,505 Games,0.07,0.01,0.0,0.01,,,,,E10+,0.09
7150,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009.0,Role-Playing,Aspyr,0.08,0.0,0.0,0.01,45.0,10.0,8.1,31.0,T,0.09
7151,The Daring Game for Girls,Wii,2010.0,Adventure,Majesco Entertainment,0.09,0.0,0.0,0.01,,,,,E,0.09999999999999999
7152,Beowulf: The Game,PSP,2007.0,Action,Ubisoft,0.08,0.0,0.0,0.01,44.0,4.0,5.4,7.0,M,0.09
7153,NHL 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.08,0.01,0.0,0.01,74.0,24.0,,,E10+,0.09999999999999999
7154,NASCAR: Dirt to Daytona,GC,2002.0,Racing,Infogrames,0.07,0.02,0.0,0.0,85.0,8.0,7.3,7.0,E,0.09000000000000001
7155,Road Trip,PS2,2002.0,Racing,Play It,0.04,0.03,0.0,0.01,80.0,4.0,9.0,41.0,E,0.08
7156,Monopoly Collection,Wii,2011.0,Misc,Electronic Arts,0.02,0.07,0.0,0.01,,,,,E,0.1
7157,Digimon All-Star Rumble,PS3,2014.0,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.02,49.0,12.0,5.8,33.0,E10+,0.1
7158,Jimmie Johnsons Anything With an Engine,X360,2011.0,Racing,Konami Digital Entertainment,0.08,0.0,0.0,0.01,65.0,5.0,8.8,8.0,E10+,0.09
7159,Kawasaki Quad Bikes,Wii,2007.0,Racing,Data Design Interactive,0.07,0.01,0.0,0.01,,,,,E,0.09
7160,echochrome,PSP,2008.0,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,79.0,28.0,7.9,14.0,E,0.09
7161,Driver: Renegade,3DS,2011.0,Racing,Ubisoft,0.05,0.04,0.0,0.01,48.0,13.0,5.0,20.0,M,0.09999999999999999
7162,Animal Planet: Vet Life,Wii,2009.0,Simulation,Activision,0.08,0.0,0.0,0.01,,,,,E,0.09
7163,Project Eden,PS2,2001.0,Action,Eidos Interactive,0.04,0.03,0.0,0.01,71.0,20.0,7.8,8.0,T,0.08
7164,Riviera: The Promised Land,PSP,2006.0,Role-Playing,505 Games,0.07,0.0,0.02,0.01,68.0,11.0,7.8,18.0,T,0.1
7165,Mystery Stories: Curse of the Ancient Spirits,DS,2011.0,Adventure,GSP,0.05,0.04,0.0,0.01,,,,,E10+,0.09999999999999999
7166,Samurai Shodown Anthology,PSP,2008.0,Fighting,Ignition Entertainment,0.08,0.0,0.0,0.01,,,,,T,0.09
7167,The Smurfs 2,WiiU,2013.0,Platform,Ubisoft,0.05,0.04,0.0,0.01,42.0,5.0,5.4,22.0,E,0.09999999999999999
7168,Yaiba: Ninja Gaiden Z,PS3,2014.0,Action,Tecmo Koei,0.05,0.03,0.0,0.02,43.0,46.0,4.5,84.0,M,0.1
7169,Puzzle Chronicles,PSP,2010.0,Puzzle,Konami Digital Entertainment,0.08,0.0,0.0,0.01,62.0,19.0,,,E10+,0.09
7170,NERF N-Strike: Double Blast Bundle,Wii,2010.0,Shooter,Electronic Arts,0.09,0.0,0.0,0.0,,,,,E10+,0.09
7171,Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.02,0.06,0.0,0.01,70.0,22.0,7.8,241.0,M,0.09
7172,Pro Evolution Soccer 2012,PC,2011.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02,77.0,13.0,6.4,89.0,,0.09000000000000001
7173,Ghosthunter,PS2,2003.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,69.0,44.0,8.7,22.0,T,0.08
7174,Bass Pro Shops: The Hunt,X360,2010.0,Sports,Griffin International,0.08,0.0,0.0,0.01,,,,,T,0.09
7175,Def Jam Fight For NY: The Takeover,PSP,2006.0,Action,Electronic Arts,0.08,0.0,0.0,0.01,79.0,25.0,8.2,16.0,M,0.09
7176,Mimana Iyar Chronicle,PSP,2009.0,Role-Playing,GungHo,0.07,0.0,0.01,0.01,45.0,6.0,5.8,8.0,T,0.09
7177,Michael Jackson: The Experience,PSV,2011.0,Misc,Ubisoft,0.04,0.03,0.0,0.02,57.0,27.0,5.8,19.0,E10+,0.09000000000000001
7178,Major League Baseball 2K11,DS,2011.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,,,,,E,0.09
7179,Tom Clancys EndWar,DS,2008.0,Strategy,Ubisoft,0.08,0.01,0.0,0.01,69.0,11.0,5.8,4.0,T,0.09999999999999999
7180,The Smurfs 2,PS3,2013.0,Platform,Ubisoft,0.02,0.06,0.0,0.02,,,4.4,8.0,E,0.1
7181,JASF: Janes Advanced Strike Fighters,X360,2011.0,Simulation,Deep Silver,0.06,0.02,0.0,0.01,45.0,5.0,4.5,8.0,T,0.09
7182,Astro Boy: Omega Factor,GBA,2003.0,Action,THQ,0.06,0.02,0.0,0.0,85.0,37.0,8.7,19.0,E,0.08
7183,Carnival Games: Wild West 3D,3DS,2011.0,Misc,Take-Two Interactive,0.06,0.02,0.0,0.01,,,,,E10+,0.09
7184,The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0.05,0.02,0.0,0.02,,,8.2,48.0,,0.09000000000000001
7185,Fullmetal Alchemist: Dual Sympathy,DS,2005.0,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,58.0,15.0,7.3,12.0,T,0.09
7186,Locks Quest,DS,2008.0,Strategy,THQ,0.08,0.0,0.0,0.01,80.0,32.0,8.7,27.0,E,0.09
7187,Rugby 2005,PS2,2005.0,Sports,Electronic Arts,0.04,0.03,0.0,0.01,71.0,15.0,8.6,19.0,E,0.08
7188,Go Play: City Sports,Wii,2009.0,Sports,Majesco Entertainment,0.08,0.0,0.0,0.01,,,,,E,0.09
7189,Spectral Force Genesis,DS,2008.0,Role-Playing,Nobilis,0.08,0.0,0.01,0.01,46.0,8.0,7.0,5.0,T,0.09999999999999999
7190,Last Rebellion,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,44.0,30.0,4.6,34.0,T,0.08999999999999998
7191,Ben 10 Galactic Racing,PS3,2011.0,Racing,D3Publisher,0.06,0.02,0.0,0.01,,,,,E,0.09
7192,Space Invaders Extreme,PSP,2008.0,Shooter,Square Enix,0.06,0.01,0.01,0.01,84.0,29.0,6.8,13.0,E,0.08999999999999998
7193,Truth or Lies,PS3,2010.0,Misc,THQ,0.06,0.02,0.0,0.01,,,,,T,0.09
7194,Quantum Theory,X360,2010.0,Shooter,Tecmo Koei,0.06,0.02,0.0,0.01,37.0,39.0,3.8,33.0,M,0.09
7195,Tornado Outbreak,PS3,2009.0,Action,Konami Digital Entertainment,0.08,0.0,0.0,0.01,69.0,15.0,7.6,8.0,E10+,0.09
7196,Scrabble,PSP,2009.0,Misc,Electronic Arts,0.08,0.0,0.0,0.01,,,,,E,0.09
7197,Justice League Heroes,DS,2006.0,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,43.0,9.0,5.7,7.0,E10+,0.09
7198,Space Chimps,Wii,2008.0,Platform,Brash Entertainment,0.08,0.0,0.0,0.01,,,,,E10+,0.09
7199,Back to the Future: The Game,PS3,2011.0,Adventure,Telltale Games,0.07,0.01,0.0,0.01,66.0,5.0,6.8,51.0,,0.09
7200,Fishing Master World Tour,Wii,2009.0,Sports,Hudson Entertainment,0.08,0.0,0.0,0.01,,,,,E,0.09
7201,Mystic Heroes,GC,2002.0,Action,Tecmo Koei,0.03,0.01,0.04,0.0,67.0,13.0,8.5,26.0,T,0.08
7202,The Golf Clu,PS4,2014.0,Sports,Unknown,0.06,0.02,0.0,0.02,66.0,11.0,6.3,67.0,E,0.1
7203,Sega Casino,DS,2005.0,Misc,Sega,0.08,0.0,0.0,0.01,61.0,13.0,,,T,0.09
7204,GRID Autosport,X360,2014.0,Racing,Codemasters,0.03,0.05,0.0,0.01,75.0,15.0,6.0,56.0,E,0.09
7205,Defender,X,2002.0,Misc,Midway Games,0.07,0.02,0.0,0.0,69.0,15.0,,,T,0.09000000000000001
7206,Zoids Assault,X360,2007.0,Strategy,Takara Tomy,0.08,0.0,0.0,0.01,46.0,17.0,7.3,7.0,T,0.09
7207,Freestyle Metal X,PS2,2003.0,Racing,Midway Games,0.04,0.03,0.0,0.01,67.0,25.0,8.3,17.0,T,0.08
7208,Shovel Knight,PS4,2015.0,Platform,Yacht Club Games,0.04,0.03,0.0,0.01,90.0,18.0,7.6,317.0,E,0.08
7209,Karaoke Revolution Presents American Idol Encore 2,X360,2008.0,Misc,Konami Digital Entertainment,0.08,0.0,0.0,0.01,,,,,E10+,0.09
7210,Transformers: Devastation,PS3,2015.0,Action,Activision,0.03,0.04,0.0,0.01,,,7.1,17.0,T,0.08
7211,Dark Angel: Vampire Apocalypse,PS2,2001.0,Role-Playing,Metro 3D,0.04,0.03,0.0,0.01,53.0,9.0,5.6,5.0,T,0.08
7212,Damnation,PS3,2009.0,Shooter,Codemasters,0.07,0.01,0.0,0.01,36.0,36.0,2.8,40.0,M,0.09
7213,Junior Mystery Quest,DS,2011.0,Puzzle,GSP,0.07,0.01,0.0,0.01,,,,,E,0.09
7214,Playmobil Circus,Wii,2009.0,Action,Mindscape,0.06,0.02,0.0,0.01,,,,,E,0.09
7215,Deadliest Catch: Sea of Chaos,X360,2010.0,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,36.0,4.0,,,E10+,0.09
7216,Super Puzzle Fighter II,GBA,2003.0,Puzzle,Capcom,0.06,0.02,0.0,0.0,83.0,22.0,9.5,4.0,E,0.08
7217,Family GameShow,Wii,2009.0,Misc,Zushi Games,0.08,0.0,0.0,0.01,,,,,E10+,0.09
7218,Pipe Mania,DS,2008.0,Puzzle,Empire Interactive,0.08,0.01,0.0,0.01,71.0,13.0,,,E,0.09999999999999999
7219,Karaoke Revolution Presents American Idol Encore,PS3,2008.0,Misc,Konami Digital Entertainment,0.08,0.0,0.0,0.01,,,6.6,7.0,E,0.09
7220,Doras Big Birthday Adventure,DS,2010.0,Misc,Take-Two Interactive,0.08,0.01,0.0,0.01,,,,,E,0.09999999999999999
7221,Raiden Fighters Aces,X360,2008.0,Shooter,Valcon Games,0.06,0.02,0.0,0.01,73.0,11.0,7.5,12.0,E10+,0.09
7222,Supreme Commander,X360,2008.0,Strategy,505 Games,0.07,0.01,0.0,0.01,56.0,24.0,5.7,19.0,E10+,0.09
7223,FIFA Street 3,DS,2008.0,Sports,Electronic Arts,0.06,0.02,0.0,0.01,56.0,8.0,,,E,0.09
7224,MotoGP 14 ,X360,2014.0,Racing,Milestone S.r.l.,0.05,0.03,0.0,0.01,,,,,E,0.09
7225,Transworld Snowboarding,X,2002.0,Sports,Atari,0.07,0.02,0.0,0.0,74.0,14.0,9.2,14.0,T,0.09000000000000001
7226,NFL Blitz 20-02,GC,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,77.0,9.0,,,E,0.09000000000000001
7227,World Soccer Winning Eleven 8 International,X,2004.0,Sports,Konami Digital Entertainment,0.07,0.02,0.0,0.0,90.0,25.0,8.4,11.0,E,0.09000000000000001
7228,Sniper Elite,X,2005.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,77.0,25.0,8.5,11.0,M,0.09000000000000001
7229,XCOM 2,XOne,2016.0,Strategy,Take-Two Interactive,0.06,0.02,0.0,0.01,87.0,17.0,8.0,45.0,T,0.09
7230,Blazblue: Continuum Shift Extend,PS3,2011.0,Fighting,PQube,0.0,0.0,0.09,0.0,73.0,6.0,7.5,27.0,T,0.09
7231,Mahjong Cub3D,3DS,2011.0,Puzzle,Sunsoft,0.07,0.0,0.02,0.0,67.0,11.0,5.3,4.0,E,0.09000000000000001
7232,Test Drive: Eve of Destruction,X,2004.0,Racing,Atari,0.07,0.02,0.0,0.0,72.0,28.0,8.7,7.0,T,0.09000000000000001
7233,Crimson Sea,X,2002.0,Action,Tecmo Koei,0.04,0.01,0.04,0.0,78.0,19.0,8.2,10.0,T,0.09
7234,Red Bull BC One,DS,2008.0,Misc,Playlogic Game Factory,0.08,0.0,0.0,0.01,48.0,15.0,5.3,8.0,E,0.09
7235,The Weakest Link,PS,2001.0,Misc,Activision,0.05,0.03,0.0,0.01,63.0,7.0,7.2,6.0,E,0.09
7236,Rock Band Country Track Pack 2,Wii,2011.0,Misc,MTV Games,0.08,0.0,0.0,0.01,,,,,E10+,0.09
7237,Viewtiful Joe: Red Hot Rumble,PSP,2006.0,Action,Capcom,0.08,0.0,0.0,0.01,63.0,24.0,6.3,6.0,T,0.09
7238,The Mummy: Tomb of the Dragon Emperor,DS,2008.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,43.0,5.0,,,T,0.09
7239,Ikaruga,GC,2003.0,Shooter,Atari,0.07,0.02,0.0,0.0,85.0,52.0,8.5,43.0,E,0.09000000000000001
7240,Crysis: Maximum Edition,PC,2009.0,Shooter,Electronic Arts,0.0,0.07,0.0,0.02,,,8.2,11.0,M,0.09000000000000001
7241,The Suffering: Ties That Bind,X,2005.0,Action,Midway Games,0.07,0.02,0.0,0.0,76.0,36.0,9.1,8.0,M,0.09000000000000001
7242,MLB Superstars,Wii,2008.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,,,,,E,0.09
7243,Challenge Me: Brain Puzzles 2,DS,2010.0,Puzzle,O-Games,0.05,0.04,0.0,0.01,,,,,E,0.09999999999999999
7244,Remington Super Slam Hunting: Alaska,Wii,2011.0,Sports,Mastiff,0.08,0.0,0.0,0.01,,,,,T,0.09
7245,Nobunagas Ambition: Iron Triangle,PS2,2006.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,76.0,8.0,8.1,8.0,E10+,0.08
7246,Cake Mania: Main Street,DS,2011.0,Simulation,Majesco Entertainment,0.08,0.0,0.0,0.01,,,,,E10+,0.09
7247,The Mummy: Tomb of the Dragon Emperor,Wii,2008.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,39.0,7.0,6.4,5.0,T,0.09
7248,Dreamer Series: Teacher,DS,2009.0,Simulation,Deep Silver,0.08,0.0,0.0,0.01,,,,,E,0.09
7249,Knights in the Nightmare,PSP,2010.0,Role-Playing,Atlus,0.06,0.0,0.02,0.01,75.0,10.0,7.7,7.0,T,0.09
7250,Wonder World Amusement Park,DS,2009.0,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,,,,,E,0.09
7251,Dynasty Warriors 8: Empires,PS3,2014.0,Action,Tecmo Koei,0.0,0.0,0.09,0.0,,,,,T,0.09
7252,Bejeweled 3,PC,2010.0,Puzzle,PopCap Games,0.03,0.05,0.0,0.01,82.0,27.0,8.1,88.0,E,0.09
7253,Pillow Pets,DS,2011.0,Adventure,GameMill Entertainment,0.08,0.0,0.0,0.01,,,,,E,0.09
7254,Shrek Smash n Crash Racing,PSP,2006.0,Racing,Activision,0.08,0.0,0.0,0.01,,,9.3,4.0,E,0.09
7255,El Tigre: The Adventures of Manny Rivera,DS,2007.0,Platform,THQ,0.08,0.0,0.0,0.01,53.0,5.0,,,E,0.09
7256,Petz: Saddle Clu,PSP,2009.0,Simulation,Ubisoft,0.08,0.0,0.0,0.01,,,,,E,0.09
7257,Digimon World 4,GC,2005.0,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0,55.0,4.0,8.1,19.0,E,0.09000000000000001
7258,MLB 2K9 Fantasy All-Stars,DS,2009.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,,,,,E,0.09
7259,Spectral Force 3,X360,2006.0,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01,59.0,16.0,7.5,19.0,T,0.09
7260,Ford Racing 3,X,2004.0,Racing,Take-Two Interactive,0.07,0.02,0.0,0.0,58.0,12.0,,,E,0.09000000000000001
7261,MLB SlugFest Loaded,X,2004.0,Sports,Midway Games,0.07,0.02,0.0,0.0,77.0,34.0,,,T,0.09000000000000001
7262,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005.0,Action,Activision,0.07,0.02,0.0,0.0,68.0,11.0,7.6,10.0,E10+,0.09000000000000001
7263,Risen 3: Titan Lords,PC,2014.0,Role-Playing,Deep Silver,0.0,0.08,0.0,0.0,65.0,49.0,5.7,825.0,M,0.08
7264,R: Racing Evolution,X,2003.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,67.0,29.0,,,T,0.08
7265,Bionicle,GBA,2003.0,Action,THQ,0.06,0.02,0.0,0.0,,,,,E,0.08
7266,The Ant Bully,Wii,2006.0,Platform,Midway Games,0.08,0.0,0.0,0.01,45.0,12.0,1.4,5.0,E10+,0.09
7267,Lost Dimension,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.04,0.01,0.02,0.02,72.0,28.0,8.3,35.0,T,0.09000000000000001
7268,Battle Fantasia,X360,2008.0,Fighting,505 Games,0.07,0.0,0.01,0.01,71.0,22.0,6.6,8.0,T,0.09
7269,Karaoke Revolution,X,2004.0,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,80.0,13.0,8.5,4.0,E,0.08
7270,Fire Pro Wrestling Returns,PS2,2005.0,Sports,505 Games,0.04,0.03,0.0,0.01,78.0,12.0,8.5,17.0,T,0.08
7271,Obscure: The Aftermath,PSP,2009.0,Action,Playlogic Game Factory,0.05,0.03,0.0,0.01,66.0,25.0,8.2,20.0,M,0.09
7272,Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,Electronic Arts,0.08,0.0,0.0,0.01,82.0,46.0,8.0,38.0,E,0.09
